geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,strand,left,right,GeneName,name,location,,
ENSG00000142945,641.538,-0.187,0.044,-4.239,0,0,1,+,45205489,45223643,KIF2C,kinesin family member 2C [Source:HGNC Symbol,Acc:HGNC:6393],1:45205489-45223643,
ENSG00000225721,541.318,-0.011,0.062,-0.182,0.856,0.938,1,-,45224708,45227849,RP11-269F19.2,,1:45224708-45227849,,
ENSG00000142937,3741.852,0.004,0.064,0.066,0.947,0.979,1,+,45240922,45243759,RPS8,ribosomal protein S8 [Source:HGNC Symbol,Acc:HGNC:10441],1:45240922-45243759,
ENSG00000200913,1.019,0.294,0.24,1.225,0.221,NA,1,+,45242161,45242265,SNORD46,"small nucleolar RNA, C/D box 46 [Source:HGNC Symbol;Acc:HGNC:10186]",1:45242161-45242265,,
ENSG00000202031,0.783,0.069,0.232,0.298,0.766,NA,1,+,45243514,45243584,SNORD38A,"small nucleolar RNA, C/D box 38A [Source:HGNC Symbol;Acc:HGNC:30355]",1:45243514-45243584,,
ENSG00000234093,38.824,0.013,0.127,0.105,0.916,0.964,1,-,45245997,45246387,RPS15AP11,ribosomal protein S15a pseudogene 11 [Source:HGNC Symbol,Acc:HGNC:36707],1:45245997-45246387,
ENSG00000142959,1.09,-0.184,0.246,-0.746,0.456,NA,1,-,45249256,45253377,BEST4,bestrophin 4 [Source:HGNC Symbol,Acc:HGNC:17106],1:45249256-45253377,
ENSG00000173846,11.286,-0.313,0.199,-1.574,0.115,0.286,1,+,45265896,45271662,PLK3,polo-like kinase 3 [Source:HGNC Symbol,Acc:HGNC:2154],1:45265896-45271662,
ENSG00000222009,15.346,-0.31,0.185,-1.675,0.094,0.247,1,+,45274153,45279801,BTBD19,BTB (POZ) domain containing 19 [Source:HGNC Symbol,Acc:HGNC:27145],1:45274153-45279801,
ENSG00000117425,4.171,-0.356,0.259,-1.374,0.169,0.374,1,-,45285515,45288932,PTCH2,patched 2 [Source:HGNC Symbol,Acc:HGNC:9586],1:45285515-45288932,
ENSG00000226499,29.366,0.132,0.146,0.908,0.364,0.604,1,-,45309592,45309754,RP5-882O7.1,,1:45309592-45309754,,
ENSG00000070785,208.964,0.064,0.063,1.022,0.307,0.546,1,-,45316449,45392327,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol,Acc:HGNC:3259],1:45316449-45392327,
ENSG00000229815,0.954,-0.256,0.245,-1.044,0.296,NA,1,+,45424228,45425067,CCNB1IP1P1,cyclin B1 interacting protein 1 pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:37693],1:45424228-45425067,
ENSG00000232369,58.295,-0.126,0.11,-1.147,0.251,0.483,1,-,45453905,45454397,RP5-882O7.4,,1:45453905-45454397,,
ENSG00000268949,25.925,0.013,0.146,0.091,0.928,0.971,1,-,45454376,45457506,MRPS17P1,mitochondrial ribosomal protein S17 pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:29734],1:45454376-45457506,
ENSG00000126107,468.204,0.152,0.049,3.08,0.002,0.011,1,-,45468211,45471260,HECTD3,HECT domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol,Acc:HGNC:26117],1:45468211-45471260,
ENSG00000126088,390.316,-0.085,0.066,-1.285,0.199,0.417,1,+,45477818,45481247,UROD,uroporphyrinogen decarboxylase [Source:HGNC Symbol,Acc:HGNC:12591],1:45477818-45481247,
ENSG00000162415,25.117,-0.586,0.174,-3.362,0.001,0.004,1,-,45482070,45672228,ZSWIM5,"zinc finger, SWIM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:29299]",1:45482070-45672228,,
ENSG00000264650,0.815,-0.166,0.232,-0.715,0.474,NA,1,-,45499640,45499692,NA,NA,1:45499640-45499692,,
ENSG00000234315,2.011,0.005,0.267,0.019,0.985,0.993,1,-,45535648,45536101,OSTCP5,oligosaccharyltransferase complex subunit pseudogene 5 [Source:HGNC Symbol,Acc:HGNC:42867],1:45535648-45536101,
ENSG00000186603,1.2,0.057,0.245,0.233,0.816,NA,1,+,45792544,45794347,HPDL,4-hydroxyphenylpyruvate dioxygenase-like [Source:HGNC Symbol,Acc:HGNC:28242],1:45792544-45794347,
ENSG00000132781,119.368,-0.125,0.09,-1.395,0.163,0.365,1,-,45794834,45806119,MUTYH,mutY DNA glycosylase [Source:HGNC Symbol,Acc:HGNC:7527],1:45794834-45806119,
ENSG00000132773,87.558,0.041,0.089,0.463,0.643,0.818,1,+,45805341,45809647,TOE1,"target of EGR1, member 1 (nuclear) [Source:HGNC Symbol;Acc:HGNC:15954]",1:45805341-45809647,,
ENSG00000070759,86.898,-0.671,0.086,-7.822,0,0,1,-,45809554,45923471,TESK2,testis-specific kinase 2 [Source:HGNC Symbol,Acc:HGNC:11732],1:45809554-45923471,
ENSG00000236872,57.042,-0.12,0.107,-1.125,0.261,0.495,1,+,45880691,45881016,RP11-291L19.1,,1:45880691-45881016,,
ENSG00000236624,30.014,-0.078,0.137,-0.569,0.57,0.769,1,-,45959537,45965751,NA,NA,1:45959537-45965751,,
ENSG00000132763,100.81,0.247,0.083,2.99,0.003,0.014,1,+,45965724,45976739,MMACHC,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria [Source:HGNC Symbol;Acc:HGNC:24525]",1:45965724-45976739,,
ENSG00000117450,2876.747,-0.043,0.051,-0.836,0.403,0.64,1,-,45976707,45987609,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol,Acc:HGNC:9352],1:45976707-45987609,
ENSG00000117448,557.717,-0.192,0.064,-2.998,0.003,0.013,1,+,46016214,46035721,AKR1A1,"aldo-keto reductase family 1, member A1 (aldehyde reductase) [Source:HGNC Symbol;Acc:HGNC:380]",1:46016214-46035721,,
ENSG00000132780,1083.183,-0.114,0.041,-2.745,0.006,0.027,1,+,46049517,46080803,NASP,nuclear autoantigenic sperm protein (histone-binding) [Source:HGNC Symbol,Acc:HGNC:7644],1:46049517-46080803,
ENSG00000159588,15.289,-0.468,0.178,-2.63,0.009,0.036,1,-,46085715,46089673,CCDC17,coiled-coil domain containing 17 [Source:HGNC Symbol,Acc:HGNC:26574],1:46085715-46089673,
ENSG00000159592,704.824,-0.202,0.042,-4.767,0,0,1,-,46092975,46101396,GPBP1L1,GC-rich promoter binding protein 1-like 1 [Source:HGNC Symbol,Acc:HGNC:28843],1:46092975-46101396,
ENSG00000225447,40.61,-0.066,0.126,-0.525,0.6,0.79,1,-,46111487,46111869,RPS15AP10,ribosomal protein S15a pseudogene 10 [Source:HGNC Symbol,Acc:HGNC:37001],1:46111487-46111869,
ENSG00000234329,22.921,0.109,0.161,0.677,0.498,0.718,1,-,46116710,46117498,RP11-767N6.2,,1:46116710-46117498,,
ENSG00000159596,268.359,0.11,0.054,2.02,0.043,0.138,1,+,46152885,46160115,TMEM69,transmembrane protein 69 [Source:HGNC Symbol,Acc:HGNC:28035],1:46152885-46160115,
ENSG00000197429,166.17,0.108,0.073,1.479,0.139,0.327,1,-,46159995,46216322,IPP,intracisternal A particle-promoted polypeptide [Source:HGNC Symbol,Acc:HGNC:6108],1:46159995-46216322,
ENSG00000230896,10.319,-0.354,0.208,-1.704,0.088,0.236,1,-,46160355,46162747,RP11-767N6.7,,1:46160355-46162747,,
ENSG00000236111,143.84,0.135,0.084,1.613,0.107,0.271,1,+,46246948,46247629,RP11-630I5.1,,1:46246948-46247629,,
ENSG00000086015,830.397,-0.135,0.042,-3.25,0.001,0.006,1,+,46252658,46383181,MAST2,microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol,Acc:HGNC:19035],1:46252658-46383181,
ENSG00000232467,2.734,0.148,0.264,0.56,0.576,0.773,1,-,46312665,46313266,TMA16P2,translation machinery associated 16 homolog pseudogene 2 [Source:HGNC Symbol,Acc:HGNC:43781],1:46312665-46313266,
ENSG00000117461,466.761,-1.461,0.065,-22.505,0,0,1,-,46505811,46598314,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol,Acc:HGNC:8981],1:46505811-46598314,
ENSG00000226957,0.548,-0.492,0.2,-2.464,0.014,NA,1,+,46512489,46514040,RP4-533D7.4,,1:46512489-46514040,,
ENSG00000227857,4.489,-0.28,0.255,-1.096,0.273,0.509,1,+,46600202,46604753,RP4-533D7.5,,1:46600202-46604753,,
ENSG00000117472,94.993,-0.192,0.09,-2.143,0.032,0.109,1,+,46640744,46650970,TSPAN1,tetraspanin 1 [Source:HGNC Symbol,Acc:HGNC:20657],1:46640744-46650970,
ENSG00000085998,672.26,-0.155,0.043,-3.607,0,0.002,1,-,46654353,46685963,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]",1:46654353-46685963,,
ENSG00000171357,20.209,-0.321,0.164,-1.964,0.05,0.153,1,+,46669005,46686933,LURAP1,leucine rich adaptor protein 1 [Source:HGNC Symbol,Acc:HGNC:32327],1:46669005-46686933,
ENSG00000085999,189.892,0.04,0.069,0.58,0.562,0.764,1,+,46713359,46727030,RAD54L,RAD54-like (S. cerevisiae) [Source:HGNC Symbol,Acc:HGNC:9826],1:46713359-46727030,
ENSG00000132128,699.723,-0.082,0.041,-1.99,0.047,0.146,1,-,46726867,46746833,LRRC41,leucine rich repeat containing 41 [Source:HGNC Symbol,Acc:HGNC:16917],1:46726867-46746833,
ENSG00000173660,691.608,-0.034,0.061,-0.562,0.574,0.772,1,+,46769302,46782448,UQCRH,ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol,Acc:HGNC:12590],1:46769302-46782448,
ENSG00000117481,291.309,0.13,0.066,1.983,0.047,0.148,1,+,46805848,46827863,NSUN4,NOP2/Sun RNA methyltransferase family member 4 [Source:HGNC Symbol,Acc:HGNC:31802],1:46805848-46827863,
ENSG00000117480,300.12,0.609,0.078,7.775,0,0,1,+,46859936,46879517,FAAH,fatty acid amide hydrolase [Source:HGNC Symbol,Acc:HGNC:3553],1:46859936-46879517,
ENSG00000232022,3.924,0.429,0.259,1.654,0.098,0.255,1,+,46897800,46910993,FAAHP1,fatty acid amide hydrolase pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:50679],1:46897800-46910993,
ENSG00000225667,1.722,-0.316,0.262,-1.204,0.229,0.455,1,+,46921494,46948147,NA,NA,1:46921494-46948147,,
ENSG00000197587,71.21,-0.089,0.106,-0.839,0.401,0.639,1,+,46972667,46979884,DMBX1,diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol,Acc:HGNC:19026],1:46972667-46979884,
ENSG00000269956,32.972,-0.317,0.131,-2.429,0.015,0.059,1,+,47004367,47035927,MKNK1-AS1,MKNK1 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:44129],1:47004367-47035927,
ENSG00000079277,350.98,-0.134,0.052,-2.583,0.01,0.041,1,-,47023089,47051643,MKNK1,MAP kinase interacting serine/threonine kinase 1 [Source:HGNC Symbol,Acc:HGNC:7110],1:47023089-47051643,
ENSG00000142961,75.043,-0.086,0.093,-0.927,0.354,0.594,1,-,47073386,47082563,MOB3C,MOB kinase activator 3C [Source:HGNC Symbol,Acc:HGNC:29800],1:47073386-47082563,
ENSG00000123472,514.515,-0.016,0.053,-0.301,0.764,0.889,1,-,47098408,47134126,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol,Acc:HGNC:18803],1:47098408-47134126,
ENSG00000159658,1052.268,0.107,0.069,1.542,0.123,0.299,1,-,47124365,47184824,EFCAB14,EF-hand calcium binding domain 14 [Source:HGNC Symbol,Acc:HGNC:29051],1:47124365-47184824,
ENSG00000228237,19.113,0.171,0.165,1.036,0.3,0.54,1,+,47139707,47157770,EFCAB14-AS1,EFCAB14 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:44108],1:47139707-47157770,
ENSG00000236476,2.18,-0.559,0.266,-2.102,0.036,0.118,1,+,47208000,47208805,RP11-8J9.5,,1:47208000-47208805,,
ENSG00000142973,8.409,0.42,0.224,1.877,0.06,0.179,1,+,47223509,47276522,CYP4B1,cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol,Acc:HGNC:2644],1:47223509-47276522,
ENSG00000154198,48.9,0.546,0.125,4.361,0,0,1,-,47308766,47366109,CYP4Z2P,"cytochrome P450 family 4 subfamily Z member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:24426]",1:47308766-47366109,,
ENSG00000238145,7.868,0.5,0.233,2.148,0.032,0.108,1,+,47357310,47358502,RP11-346M5.1,,1:47357310-47358502,,
ENSG00000187048,1.92,0.303,0.264,1.146,0.252,0.484,1,-,47394848,47407137,CYP4A11,cytochrome P450 family 4 subfamily A member 11 [Source:HGNC Symbol,Acc:HGNC:2642],1:47394848-47407137,
ENSG00000186377,88.546,0.555,0.095,5.826,0,0,1,+,47427035,47516422,CYP4X1,cytochrome P450 family 4 subfamily X member 1 [Source:HGNC Symbol,Acc:HGNC:20244],1:47427035-47516422,
ENSG00000186160,20.743,0.293,0.161,1.821,0.069,0.196,1,+,47533159,47583991,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1 [Source:HGNC Symbol,Acc:HGNC:20583],1:47533159-47583991,
ENSG00000225154,7.14,0.162,0.229,0.708,0.479,0.704,1,-,47540449,47541651,RP11-184J23.2,,1:47540449-47541651,,
ENSG00000225506,17.128,0.29,0.177,1.636,0.102,0.262,1,-,47562324,47644943,CYP4A22-AS1,CYP4A22 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:43715],1:47562324-47644943,
ENSG00000162365,0.834,0.008,0.232,0.035,0.972,NA,1,+,47603106,47614536,CYP4A22,cytochrome P450 family 4 subfamily A member 22 [Source:HGNC Symbol,Acc:HGNC:20575],1:47603106-47614536,
ENSG00000224805,5.486,0.244,0.251,0.974,0.33,0.571,1,+,47644921,47646011,LINC00853,long intergenic non-protein coding RNA 853 [Source:HGNC Symbol,Acc:HGNC:43716],1:47644921-47646011,
ENSG00000162366,3.204,0.143,0.263,0.545,0.586,0.78,1,-,47649264,47655679,PDZK1IP1,PDZK1 interacting protein 1 [Source:HGNC Symbol,Acc:HGNC:16887],1:47649264-47655679,
ENSG00000123473,353.665,0.294,0.06,4.906,0,0,1,-,47715810,47779819,STIL,SCL/TAL1 interrupting locus [Source:HGNC Symbol,Acc:HGNC:10879],1:47715810-47779819,
ENSG00000162368,627.714,0.094,0.051,1.851,0.064,0.187,1,+,47799468,47844511,CMPK1,"cytidine monophosphate (UMP-CMP) kinase 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:18170]",1:47799468-47844511,,
ENSG00000225762,3.821,-0.281,0.26,-1.081,0.28,0.517,1,-,47846599,47874149,LINC01389,long intergenic non-protein coding RNA 1389 [Source:HGNC Symbol,Acc:HGNC:50661],1:47846599-47874149,
ENSG00000237424,30.588,-0.11,0.137,-0.802,0.422,0.657,1,-,47897804,47900313,FOXD2-AS1,FOXD2 antisense RNA 1 (head to head) [Source:HGNC Symbol,Acc:HGNC:44256],1:47897804-47900313,
ENSG00000186564,92.456,-0.516,0.088,-5.852,0,0,1,+,47901688,47906363,FOXD2,forkhead box D2 [Source:HGNC Symbol,Acc:HGNC:3803],1:47901688-47906363,
ENSG00000269113,2.904,0.191,0.266,0.718,0.473,0.7,1,-,48226199,48462567,TRABD2B,TraB domain containing 2B [Source:HGNC Symbol,Acc:HGNC:44200],1:48226199-48462567,
ENSG00000242267,21.87,-0.171,0.158,-1.083,0.279,0.516,1,-,48561763,48593620,SKINTL,"Skint-like, pseudogene [Source:HGNC Symbol;Acc:HGNC:33993]",1:48561763-48593620,,
ENSG00000132122,33.59,-0.077,0.13,-0.594,0.553,0.758,1,-,48761043,48937845,SPATA6,spermatogenesis associated 6 [Source:HGNC Symbol,Acc:HGNC:18309],1:48761043-48937845,
ENSG00000235105,7.281,-0.169,0.229,-0.738,0.46,0.689,1,+,48901638,48902895,RP11-329A14.1,,1:48901638-48902895,,
ENSG00000186094,6.986,0.114,0.23,0.495,0.621,0.804,1,-,48998526,50489585,AGBL4,ATP/GTP binding protein-like 4 [Source:HGNC Symbol,Acc:HGNC:25892],1:48998526-50489585,
ENSG00000215887,4.431,-0.672,0.251,-2.677,0.007,0.032,1,+,50307492,50312072,ZNF859P,"zinc finger protein 859, pseudogene [Source:HGNC Symbol;Acc:HGNC:34507]",1:50307492-50312072,,
ENSG00000227839,1.334,0.046,0.256,0.18,0.857,NA,1,+,50459989,50461874,NA,NA,1:50459989-50461874,,
ENSG00000233595,13.99,0.086,0.207,0.414,0.679,0.839,1,+,50482763,50483175,MTND2P29,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 pseudogene 29 [Source:HGNC Symbol,Acc:HGNC:42130],1:50482763-50483175,
ENSG00000234080,76.162,0.042,0.098,0.429,0.668,0.832,1,+,50791802,50792679,RP11-183G22.1,,1:50791802-50792679,,
ENSG00000225671,3.659,-0.2,0.262,-0.765,0.444,0.676,1,-,50871101,50871696,FCF1P6,FCF1 pseudogene 6 [Source:HGNC Symbol,Acc:HGNC:44618],1:50871101-50871696,
ENSG00000185104,421.839,-0.025,0.055,-0.45,0.652,0.823,1,-,50905149,51425935,FAF1,Fas (TNFRSF6) associated factor 1 [Source:HGNC Symbol,Acc:HGNC:3578],1:50905149-51425935,
ENSG00000230585,0.91,-0.047,0.243,-0.193,0.847,NA,1,+,51246011,51246822,PHBP12,prohibitin pseudogene 12 [Source:HGNC Symbol,Acc:HGNC:39291],1:51246011-51246822,
ENSG00000237130,2.352,-0.148,0.266,-0.555,0.579,0.776,1,+,51312139,51312509,MRPS6P2,mitochondrial ribosomal protein S6 pseudogene 2 [Source:HGNC Symbol,Acc:HGNC:29781],1:51312139-51312509,
ENSG00000123080,307.23,-0.365,0.053,-6.905,0,0,1,+,51426416,51440305,CDKN2C,"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) [Source:HGNC Symbol;Acc:HGNC:1789]",1:51426416-51440305,,
ENSG00000213478,101.381,-0.156,0.083,-1.877,0.061,0.179,1,-,51623459,51624143,CFL1P2,cofilin 1 (non-muscle) pseudogene 2 [Source:HGNC Symbol,Acc:HGNC:1878],1:51623459-51624143,
ENSG00000203356,23.627,0.023,0.151,0.153,0.879,0.948,1,-,51660766,51700768,LINC01562,long intergenic non-protein coding RNA 1562 [Source:HGNC Symbol,Acc:HGNC:51335],1:51660766-51700768,
ENSG00000123091,869.281,0.097,0.064,1.518,0.129,0.309,1,+,51701942,51739127,RNF11,ring finger protein 11 [Source:HGNC Symbol,Acc:HGNC:10056],1:51701942-51739127,
ENSG00000233406,361.683,-0.062,0.075,-0.828,0.407,0.644,1,-,51716269,51717118,RP11-296A18.5,,1:51716269-51717118,,
ENSG00000236434,4.249,-0.022,0.258,-0.085,0.933,0.973,1,-,51730587,51731746,RP11-296A18.6,,1:51730587-51731746,,
ENSG00000085831,1659.165,0.218,0.047,4.653,0,0,1,-,51752929,51763662,TTC39A,tetratricopeptide repeat domain 39A [Source:HGNC Symbol,Acc:HGNC:18657],1:51752929-51763662,
ENSG00000261664,30.59,0.593,0.147,4.033,0,0,1,+,51795325,51800996,TTC39A-AS1,TTC39A antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:40851],1:51795325-51800996,
ENSG00000085832,586.357,0.373,0.069,5.436,0,0,1,-,51819934,51984913,EPS15,epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol,Acc:HGNC:3419],1:51819934-51984913,
ENSG00000232027,2.503,-0.027,0.267,-0.103,0.918,0.966,1,+,51837941,51838896,RP11-275F13.3,,1:51837941-51838896,,
ENSG00000227070,1.484,0.268,0.258,1.039,0.299,NA,1,+,51983980,52026633,RP11-191G24.1,,1:51983980-52026633,,
ENSG00000227742,0.841,0.153,0.232,0.659,0.51,NA,1,-,52027537,52060569,CALR4P,"calreticulin 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:35456]",1:52027537-52060569,,
ENSG00000117859,1416.979,0.314,0.048,6.492,0,0,1,+,52042850,52254141,OSBPL9,oxysterol binding protein like 9 [Source:HGNC Symbol,Acc:HGNC:16386],1:52042850-52254141,
ENSG00000078618,1555.095,0.025,0.036,0.686,0.493,0.714,1,-,52254862,52279743,NRDC,nardilysin convertase [Source:HGNC Symbol,Acc:HGNC:7995],1:52254862-52279743,
ENSG00000266993,114.779,0.012,0.077,0.159,0.874,0.945,1,+,52259636,52264099,RP4-657D16.3,,1:52259636-52264099,,
ENSG00000169213,51.725,0.234,0.113,2.061,0.039,0.128,1,-,52373627,52456436,RAB3B,"RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]",1:52373627-52456436,,
ENSG00000117862,457.607,-0.053,0.047,-1.121,0.262,0.497,1,-,52485802,52489246,TXNDC12,thioredoxin domain containing 12 (endoplasmic reticulum) [Source:HGNC Symbol,Acc:HGNC:24626],1:52485802-52489246,
ENSG00000198841,38.731,0.269,0.132,2.036,0.042,0.134,1,-,52497774,52499488,KTI12,KTI12 chromatin associated homolog [Source:HGNC Symbol,Acc:HGNC:25160],1:52497774-52499488,
ENSG00000223390,9.068,0.103,0.219,0.473,0.636,0.813,1,+,52499062,52509951,RP11-91A18.4,,1:52499062-52509951,,
ENSG00000134717,544.626,0.057,0.047,1.223,0.222,0.446,1,+,52521796,52556388,BTF3L4,basic transcription factor 3-like 4 [Source:HGNC Symbol,Acc:HGNC:30547],1:52521796-52556388,
ENSG00000157077,229.226,-0.065,0.075,-0.863,0.388,0.627,1,+,52608045,52729719,ZFYVE9,"zinc finger, FYVE domain containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]",1:52608045-52729719,,
